Sample ID,Site,Block ,Treatment,Study Year,Date ,NH4,NH4_LOD,NO3,N03_LOD,Mg,Mg_LOD,P,P_LOD,EC,pH
AB4MC0,A,4,MC0,1,4_16_24,LOD,0.2628462,LOD,2.139206511,39.47,1.3473,0.0402,0.0051,0.64,8.1
AB4MC1,A,4,MC1,1,4_16_24,LOD,0.2628462,LOD,2.139206511,36.32,1.3473,0.00588,0.0051,0.43,7.55
AB4MC2,A,4,MC2,1,4_16_24,LOD,0.2628462,LOD,2.139206511,38.9,1.3473,0.0178,0.0051,0.45,7.36
BB1PC0,B,1,PC0,1,4_16_24,LOD,0.2675716,LOD,1.918658153,84.5,1.3473,0.0436,0.0051,1.18,7.8
BB1PC1,B,1,PC1,1,4_16_24,1.232245383,0.2675716,LOD,1.918658153,69.59,1.3473,0.3068,0.0051,1.05,7.82
BB1PC2,B,1,PC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,51.87,1.3473,LOD,0.0051,0.89,8.19
BB1MC0,B,1,MC0,1,4_16_24,LOD,0.2675716,LOD,1.918658153,50.76,1.3473,0.0246,0.0051,0.88,7.73
BB1MC1,B,1,MC1,1,4_16_24,LOD,0.2675716,LOD,1.918658153,75.07,1.3473,LOD,0.0051,1.12,7.92
BB1MC2,B,1,MC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,141.33,1.3473,LOD,0.0051,3.12,7.88
BB2PC0,B,2,PC0,1,4_16_24,0.337929958,0.2675716,LOD,1.918658153,178.72,1.3473,0.0139,0.0051,3.07,7.89
BB2PC1,B,2,PC1,1,4_16_24,NA,0.2675716,NA,NA,NA,1.3473,NA,0.0051,NA,NA
BB2PC2,B,2,PC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,34.03,1.3473,0.05341,0.0051,1.84,8.09
BB2MC0,B,2,MC0,1,4_16_24,0.52423827,0.2675716,LOD,1.918658153,170.66,1.3473,0.0288,0.0051,2.43,7.84
BB2MC1,B,2,MC1,1,4_16_24,LOD,0.2675716,LOD,1.918658153,104.86,1.3473,0.0561,0.0051,1.56,7.79
BB2MC2,B,2,MC2,1,4_16_24,NA,0.2675716,NA,NA,NA,1.3473,NA,0.0051,NA,NA
BB3PC0,B,3,PC0,1,4_16_24,LOD,0.2675716,LOD,1.918658153,86.41,1.3473,0.0065,0.0051,1.28,7.68
BB3PC1,B,3,PC1,1,4_16_24,NA,0.2675716,NA,NA,NA,1.3473,NA,0.0051,NA,NA
BB3PC2,B,3,PC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,106.65,1.3473,LOD,0.0051,1.81,7.88
BB3MC0,B,3,MC0,1,4_16_24,NA,0.2675716,NA,NA,NA,1.3473,NA,0.0051,NA,NA
BB3MC1,B,3,MC1,1,4_16_24,LOD,0.2675716,LOD,1.918658153,55.184,1.3473,LOD,0.0051,0.91,8.14
BB3MC2,B,3,MC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,162.7,1.3473,0.049,0.0051,2.23,7.64
BB4PC0,B,4,PC0,1,4_16_24,LOD,0.2675716,LOD,1.918658153,36.148,1.3473,0.0932,0.0051,0.65,7.47
BB4PC1,B,4,PC1,1,4_16_24,1.45845144,0.2675716,LOD,1.918658153,72.9,1.3473,0.395,0.0051,1.02,7.88
BB4PC2,B,4,PC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,40.99,1.3473,0.177,0.0051,0.74,7.85
BB4MC0,B,4,MC0,1,4_16_24,LOD,0.2675716,LOD,1.918658153,77.79,1.3473,LOD,0.0051,1.24,7.86
BB4MC1,B,4,MC1,1,4_16_24,LOD,0.2675716,LOD,1.918658153,50.95,1.3473,LOD,0.0051,1.03,7.77
BB4MC2,B,4,MC2,1,4_16_24,LOD,0.2675716,LOD,1.918658153,134.49,1.3473,LOD,0.0051,1.87,7.73
